date,region,product,stock_level,warehouse_capacity
2023-03-04,NA,A,762,14964
2023-03-04,NA,B,6477,14472
2023-03-04,NA,C,7632,14025
2023-03-04,EU,A,5187,8390
2023-03-04,EU,B,6063,8885
2023-03-04,EU,C,9790,13206
2023-03-04,APAC,A,9147,10142
2023-03-04,APAC,B,12846,10881
2023-03-04,APAC,C,4960,8425
2023-03-05,LATAM,A,989,8032
2023-03-05,LATAM,B,6960,8111
2023-03-05,LATAM,C,15071,14980
2023-03-05,NA,A,4113,11907
2023-03-05,NA,B,644,8494
2023-03-05,NA,C,4841,10527
2023-03-05,EU,A,8150,14660
2023-03-05,EU,B,8573,12115
2023-03-05,EU,C,1498,11977
2023-03-05,APAC,A,12604,12838
2023-03-05,APAC,B,11042,12607
2023-03-05,APAC,C,9582,14361
2023-03-06,LATAM,A,7682,13631
2023-03-06,LATAM,B,2479,9725
2023-03-06,LATAM,C,7551,10339
2023-03-06,NA,A,14881,13674
2023-03-06,NA,B,7161,11943
2023-03-06,NA,C,11224,9872
2023-03-06,EU,A,4456,9553
2023-03-06,EU,B,2828,12153
2023-03-06,EU,C,3099,11351
2023-03-06,APAC,A,6033,13566
2023-03-06,APAC,B,3761,11677
2023-03-06,APAC,C,7448,11307
2023-03-07,LATAM,A,15697,14821
2023-03-07,LATAM,B,3335,10894
2023-03-07,LATAM,C,10183,10737
2023-03-07,NA,A,5576,9598
2023-03-07,NA,B,8518,12742
2023-03-07,NA,C,4713,12452
2023-03-07,EU,A,1944,12085
2023-03-07,EU,B,1088,12361
2023-03-07,EU,C,-497,13863
2023-03-07,APAC,A,59,11009
2023-03-07,APAC,B,2467,8020
2023-03-07,APAC,C,5479,10568
2023-03-08,LATAM,A,8917,11763
2023-03-08,LATAM,B,3363,8902
2023-03-08,LATAM,C,4066,8025
2023-03-08,NA,A,6141,8704
2023-03-08,NA,B,9318,8414
2023-03-08,NA,C,5598,13440
2023-03-08,EU,A,2255,12790
2023-03-08,EU,B,3797,9782
2023-03-08,EU,C,4673,9338
2023-03-08,APAC,A,5442,10545
2023-03-08,APAC,B,2246,9014
2023-03-08,APAC,C,3696,11044
2023-03-09,LATAM,A,3346,10465
2023-03-09,LATAM,B,4652,11143
2023-03-09,LATAM,C,4494,10524
2023-03-09,NA,A,2672,12611
2023-03-09,NA,B,8152,13141
2023-03-09,NA,C,5668,10214
2023-03-09,EU,A,2433,9930
2023-03-09,EU,B,6377,8263
2023-03-09,EU,C,13716,14008
2023-03-09,APAC,A,-88,8830
2023-03-09,APAC,B,1303,8393
2023-03-09,APAC,C,-182,8364
2023-03-10,LATAM,A,2425,12187
2023-03-10,LATAM,B,7892,9548
2023-03-10,LATAM,C,16437,14494
2023-03-10,NA,A,6824,11598
2023-03-10,NA,B,9672,13961
2023-03-10,NA,C,2154,12322
2023-03-10,EU,A,11254,10321
2023-03-10,EU,B,-406,11656
2023-03-10,EU,C,15235,14647
2023-03-10,APAC,A,-301,10220
2023-03-10,APAC,B,2110,10590
2023-03-10,APAC,C,9370,14776
2023-03-11,LATAM,A,233,12540
2023-03-11,LATAM,B,4566,13145
2023-03-11,LATAM,C,9894,12697
2023-03-11,NA,A,7520,9831
2023-03-11,NA,B,5265,9665
2023-03-11,NA,C,10814,11406
2023-03-11,EU,A,5023,12210
2023-03-11,EU,B,10864,9469
2023-03-11,EU,C,1551,14109
2023-03-11,APAC,A,4188,9663
2023-03-11,APAC,B,4245,12181
2023-03-11,APAC,C,11999,10097
2023-03-12,LATAM,A,587,13264
2023-03-12,LATAM,B,9098,13283
2023-03-12,LATAM,C,9323,8637
2023-03-12,NA,A,2788,11538
2023-03-12,NA,B,10051,13634
2023-03-12,NA,C,2637,10316
2023-03-12,EU,A,8864,13682
2023-03-12,EU,B,2382,14454
2023-03-12,EU,C,11906,13926
2023-03-12,APAC,A,9913,10637
2023-03-12,APAC,B,5126,8049
2023-03-12,APAC,C,331,12893
2023-03-13,LATAM,A,2731,10161
2023-03-13,LATAM,B,543,9365
2023-03-13,LATAM,C,4413,13441
2023-03-13,NA,A,728,8004
2023-03-13,NA,B,3145,11167
2023-03-13,NA,C,12955,12196
2023-03-13,EU,A,-108,9278
2023-03-13,EU,B,11989,12853
2023-03-13,EU,C,218,12738
2023-03-13,APAC,A,1281,14583
2023-03-13,APAC,B,6625,14752
2023-03-13,APAC,C,8509,14726
2023-03-14,LATAM,A,8133,8814
2023-03-14,LATAM,B,13674,14869
2023-03-14,LATAM,C,1109,14138
2023-03-14,NA,A,-243,12646
2023-03-14,NA,B,2415,11277
2023-03-14,NA,C,4039,11473
2023-03-14,EU,A,6407,10798
2023-03-14,EU,B,1426,8655
2023-03-14,EU,C,10785,11520
2023-03-14,APAC,A,11058,14260
2023-03-14,APAC,B,1652,10155
2023-03-14,APAC,C,7098,10177
2023-03-15,LATAM,A,8376,14345
2023-03-15,LATAM,B,5778,11977
2023-03-15,LATAM,C,8989,11693
2023-03-15,NA,A,13674,12563
2023-03-15,NA,B,10262,11112
2023-03-15,NA,C,8052,10715
2023-03-15,EU,A,2317,9292
2023-03-15,EU,B,15288,14265
2023-03-15,EU,C,10283,9982
2023-03-15,APAC,A,14835,13411
2023-03-15,APAC,B,11981,14800
2023-03-15,APAC,C,761,14521
2023-03-16,LATAM,A,1720,8101
2023-03-16,LATAM,B,5878,9260
2023-03-16,LATAM,C,13976,12622
2023-03-16,NA,A,6347,14814
2023-03-16,NA,B,2706,14961
2023-03-16,NA,C,6145,10544
2023-03-16,EU,A,2430,12579
2023-03-16,EU,B,5577,8089
2023-03-16,EU,C,12028,13337
2023-03-16,APAC,A,189,13796
2023-03-16,APAC,B,-288,12949
2023-03-16,APAC,C,-485,10175
2023-03-17,LATAM,A,6792,11321
2023-03-17,LATAM,B,3354,12743
2023-03-17,LATAM,C,12159,13945
2023-03-17,NA,A,567,8022
2023-03-17,NA,B,4253,11850
2023-03-17,NA,C,10204,8938
2023-03-17,EU,A,12788,13041
2023-03-17,EU,B,7806,12584
2023-03-17,EU,C,5645,11774
2023-03-17,APAC,A,4088,12856
2023-03-17,APAC,B,8897,8339
2023-03-17,APAC,C,6579,13821
2023-03-18,LATAM,A,9349,10443
2023-03-18,LATAM,B,6126,8911
2023-03-18,LATAM,C,5547,11941
2023-03-18,NA,A,8006,12121
2023-03-18,NA,B,3906,11647
2023-03-18,NA,C,10617,11390
2023-03-18,EU,A,98,8859
2023-03-18,EU,B,9816,14697
2023-03-18,EU,C,9274,10332
2023-03-18,APAC,A,13608,11917
2023-03-18,APAC,B,5231,12111
2023-03-18,APAC,C,5646,10847
2023-03-19,LATAM,A,11246,13950
2023-03-19,LATAM,B,831,10110
2023-03-19,LATAM,C,4963,13435
2023-03-19,NA,A,1873,9669
2023-03-19,NA,B,6815,12299
2023-03-19,NA,C,3900,8269
2023-03-19,EU,A,12625,14090
2023-03-19,EU,B,7121,13622
2023-03-19,EU,C,8112,10100
2023-03-19,APAC,A,2989,9771
2023-03-19,APAC,B,1443,8102
2023-03-19,APAC,C,6911,13393
2023-03-20,LATAM,A,5524,13960
2023-03-20,LATAM,B,8260,12358
2023-03-20,LATAM,C,2788,8371
2023-03-20,NA,A,13816,12565
2023-03-20,NA,B,1150,9049
2023-03-20,NA,C,14348,13629
2023-03-20,EU,A,6418,8303
2023-03-20,EU,B,10159,9505
2023-03-20,EU,C,1330,11294
2023-03-20,APAC,A,6018,8362
2023-03-20,APAC,B,13352,11534
2023-03-20,APAC,C,12831,14625
2023-03-21,LATAM,A,13646,12603
2023-03-21,LATAM,B,10930,10628
2023-03-21,LATAM,C,4022,14905
2023-03-21,NA,A,8905,9836
2023-03-21,NA,B,1904,10132
2023-03-21,NA,C,7673,12720
2023-03-21,EU,A,504,8883
2023-03-21,EU,B,6264,8819
2023-03-21,EU,C,7792,14995
2023-03-21,APAC,A,6366,11031
2023-03-21,APAC,B,3614,9286
2023-03-21,APAC,C,5203,11115
2023-03-22,LATAM,A,4915,9339
2023-03-22,LATAM,B,2977,11619
2023-03-22,LATAM,C,4910,9544
2023-03-22,NA,A,14463,14957
2023-03-22,NA,B,5235,8383
2023-03-22,NA,C,9109,9505
2023-03-22,EU,A,480,8153
2023-03-22,EU,B,9750,12997
2023-03-22,EU,C,1984,14560
2023-03-22,APAC,A,-84,8503
2023-03-22,APAC,B,6824,10060
2023-03-22,APAC,C,1380,13246
2023-03-23,LATAM,A,4638,8701
2023-03-23,LATAM,B,3948,13723
2023-03-23,LATAM,C,8644,10164
2023-03-23,NA,A,5090,10724
2023-03-23,NA,B,13465,11604
2023-03-23,NA,C,14645,13896
2023-03-23,EU,A,8611,10995
2023-03-23,EU,B,10421,12810
2023-03-23,EU,C,10587,8885
2023-03-23,APAC,A,11892,13995
2023-03-23,APAC,B,6394,14793
2023-03-23,APAC,C,-231,9987
2023-03-24,LATAM,A,7222,9311
2023-03-24,LATAM,B,10536,10222
2023-03-24,LATAM,C,12531,12395
2023-03-24,NA,A,8102,8093
2023-03-24,NA,B,8112,14981
2023-03-24,NA,C,4906,9496
2023-03-24,EU,A,4168,11827
2023-03-24,EU,B,2123,9156
2023-03-24,EU,C,3721,10005
2023-03-24,APAC,A,2502,13514
2023-03-24,APAC,B,6479,8114
2023-03-24,APAC,C,13960,12832
2023-03-25,LATAM,A,5699,11335
2023-03-25,LATAM,B,4464,14746
2023-03-25,LATAM,C,10106,13075
2023-03-25,NA,A,11657,11572
2023-03-25,NA,B,1914,12406
2023-03-25,NA,C,8645,14884
2023-03-25,EU,A,11244,12838
2023-03-25,EU,B,8561,14306
2023-03-25,EU,C,7764,14724
2023-03-25,APAC,A,473,12363
2023-03-25,APAC,B,3332,14433
2023-03-25,APAC,C,661,8030
2023-03-26,LATAM,A,5440,10522
2023-03-26,LATAM,B,6728,14932
2023-03-26,LATAM,C,9837,14658
2023-03-26,NA,A,1737,8271
2023-03-26,NA,B,8711,8495
2023-03-26,NA,C,977,10332
2023-03-26,EU,A,8024,9223
2023-03-26,EU,B,9623,8651
2023-03-26,EU,C,3858,11450
2023-03-26,APAC,A,3574,8831
2023-03-26,APAC,B,2787,10447
2023-03-26,APAC,C,13842,13539
2023-03-27,LATAM,A,1882,13322
2023-03-27,LATAM,B,10991,10621
2023-03-27,LATAM,C,9568,11870
2023-03-27,NA,A,4106,10523
2023-03-27,NA,B,7659,11774
2023-03-27,NA,C,-58,14986
2023-03-27,EU,A,11038,14123
2023-03-27,EU,B,3724,10649
2023-03-27,EU,C,2853,8144
2023-03-27,APAC,A,8252,13119
2023-03-27,APAC,B,10689,12409
2023-03-27,APAC,C,8277,14255
2023-03-28,LATAM,A,-274,9938
2023-03-28,LATAM,B,6474,9496
2023-03-28,LATAM,C,9329,10588
2023-03-28,NA,A,4390,13538
2023-03-28,NA,B,825,11477
2023-03-28,NA,C,9744,11733
2023-03-28,EU,A,3446,8218
2023-03-28,EU,B,4514,9388
2023-03-28,EU,C,1570,9354
2023-03-28,APAC,A,11050,11465
2023-03-28,APAC,B,1916,11083
2023-03-28,APAC,C,10425,13928
2023-03-29,LATAM,A,4978,10665
2023-03-29,LATAM,B,-133,8451
2023-03-29,LATAM,C,8473,9103
2023-03-29,NA,A,210,11970
2023-03-29,NA,B,3891,10885
2023-03-29,NA,C,3657,14893
2023-03-29,EU,A,-414,9045
2023-03-29,EU,B,8408,9253
2023-03-29,EU,C,8756,9120
2023-03-29,APAC,A,6815,9442
2023-03-29,APAC,B,5298,11279
2023-03-29,APAC,C,11591,10472
2023-03-30,LATAM,A,11300,10019
2023-03-30,LATAM,B,2923,14601
2023-03-30,LATAM,C,903,9680
2023-03-30,NA,A,2648,12824
2023-03-30,NA,B,12069,14654
2023-03-30,NA,C,442,11046
2023-03-30,EU,A,2678,13093
2023-03-30,EU,B,-153,9838
2023-03-30,EU,C,4675,11181
2023-03-30,APAC,A,8159,8800
2023-03-30,APAC,B,10649,10050
2023-03-30,APAC,C,12624,13951
2023-03-31,LATAM,A,16395,14895
2023-03-31,LATAM,B,949,12975
2023-03-31,LATAM,C,7907,9846
2023-03-31,NA,A,1047,13444
2023-03-31,NA,B,2141,9621
2023-03-31,NA,C,3100,13851
2023-03-31,EU,A,7380,14694
2023-03-31,EU,B,9621,10356
2023-03-31,EU,C,10180,13339
2023-03-31,APAC,A,464,10425
2023-03-31,APAC,B,11358,13252
2023-03-31,APAC,C,1194,10306
2023-04-01,LATAM,A,14652,13246
2023-04-01,LATAM,B,8042,9285
2023-04-01,LATAM,C,1951,13438
2023-04-01,NA,A,3218,10213
2023-04-01,NA,B,15167,14610
2023-04-01,NA,C,11404,12425
2023-04-01,EU,A,3441,14016
2023-04-01,EU,B,11915,11182
2023-04-01,EU,C,3013,11915
2023-04-01,APAC,A,3862,10656
2023-04-01,APAC,B,11538,11764
2023-04-01,APAC,C,1469,14628
2023-04-02,LATAM,A,2267,11077
2023-04-02,LATAM,B,9186,13813
2023-04-02,LATAM,C,9298,11807
2023-04-02,NA,A,2918,9004
2023-04-02,NA,B,291,9564
2023-04-02,NA,C,9910,9124
2023-04-02,EU,A,-376,8228
2023-04-02,EU,B,2930,11312
2023-04-02,EU,C,1595,8628
2023-04-02,APAC,A,7589,13022
2023-04-02,APAC,B,12728,14787
2023-04-02,APAC,C,3849,9038
2023-04-03,LATAM,A,6980,9274
2023-04-03,LATAM,B,7773,13933
2023-04-03,LATAM,C,120,13224
2023-04-03,NA,A,2467,13577
2023-04-03,NA,B,10184,10588
2023-04-03,NA,C,10459,14917
2023-04-03,EU,A,-71,10679
2023-04-03,EU,B,13612,12826
2023-04-03,EU,C,7445,13026
2023-04-03,APAC,A,1003,10267
2023-04-03,APAC,B,235,8988
2023-04-03,APAC,C,3541,11215
2023-04-04,LATAM,A,5950,10432
2023-04-04,LATAM,B,7532,9881
2023-04-04,LATAM,C,1290,10620
2023-04-04,NA,A,4543,10871
2023-04-04,NA,B,9908,11541
2023-04-04,NA,C,3607,10842
2023-04-04,EU,A,652,14769
2023-04-04,EU,B,3720,9684
2023-04-04,EU,C,13245,11356
2023-04-04,APAC,A,6174,12366
2023-04-04,APAC,B,2945,9999
2023-04-04,APAC,C,6081,8248
2023-04-05,LATAM,A,8754,10317
2023-04-05,LATAM,B,3645,14479
2023-04-05,LATAM,C,15350,14254
2023-04-05,NA,A,3534,8674
2023-04-05,NA,B,14471,14473
2023-04-05,NA,C,4852,8392
2023-04-05,EU,A,2028,12866
2023-04-05,EU,B,9039,10237
2023-04-05,EU,C,10863,10118
2023-04-05,APAC,A,15128,13183
2023-04-05,APAC,B,5674,12578
2023-04-05,APAC,C,10492,9670
2023-04-06,LATAM,A,2813,9124
2023-04-06,LATAM,B,15110,13399
2023-04-06,LATAM,C,10284,14744
2023-04-06,NA,A,3294,8772
2023-04-06,NA,B,3348,10920
2023-04-06,NA,C,701,13066
2023-04-06,EU,A,14186,14025
2023-04-06,EU,B,12552,10635
2023-04-06,EU,C,3797,13852
2023-04-06,APAC,A,4078,8088
2023-04-06,APAC,B,5969,13898
2023-04-06,APAC,C,4009,8552
2023-04-07,LATAM,A,3542,10420
2023-04-07,LATAM,B,8146,12967
2023-04-07,LATAM,C,5523,9328
2023-04-07,NA,A,10991,12176
2023-04-07,NA,B,399,9302
2023-04-07,NA,C,3334,12960
2023-04-07,EU,A,13688,12314
2023-04-07,EU,B,8032,12989
2023-04-07,EU,C,6086,10337
2023-04-07,APAC,A,9141,14788
2023-04-07,APAC,B,13890,11956
2023-04-07,APAC,C,5638,8405
2023-04-08,LATAM,A,11312,12262
2023-04-08,LATAM,B,11466,11528
2023-04-08,LATAM,C,7947,9850
2023-04-08,NA,A,6918,13397
2023-04-08,NA,B,10802,13966
2023-04-08,NA,C,5951,13428
2023-04-08,EU,A,10881,10193
2023-04-08,EU,B,7366,11449
2023-04-08,EU,C,3959,10672
2023-04-08,APAC,A,7693,9192
2023-04-08,APAC,B,9751,12658
2023-04-08,APAC,C,11778,10845
2023-04-09,LATAM,A,13608,12234
2023-04-09,LATAM,B,6206,13422
2023-04-09,LATAM,C,10662,13469
2023-04-09,NA,A,8122,13410
2023-04-09,NA,B,3670,13189
2023-04-09,NA,C,-141,12362
2023-04-09,EU,A,3944,9093
2023-04-09,EU,B,2539,11266
2023-04-09,EU,C,4699,10368
2023-04-09,APAC,A,9864,8576
2023-04-09,APAC,B,14300,13554
2023-04-09,APAC,C,2995,12458
2023-04-10,LATAM,A,8378,10391
2023-04-10,LATAM,B,7350,8817
2023-04-10,LATAM,C,2781,13409
2023-04-10,NA,A,833,14842
2023-04-10,NA,B,11062,9630
2023-04-10,NA,C,2946,9425
2023-04-10,EU,A,2307,11499
2023-04-10,EU,B,8891,13784
2023-04-10,EU,C,5304,8850
2023-04-10,APAC,A,10844,14209
2023-04-10,APAC,B,7807,11743
2023-04-10,APAC,C,4906,10073
2023-04-11,LATAM,A,13361,11582
2023-04-11,LATAM,B,4654,13513
2023-04-11,LATAM,C,8026,12217
2023-04-11,NA,A,4663,10450
2023-04-11,NA,B,8789,8090
2023-04-11,NA,C,12118,14152
2023-04-11,EU,A,8060,12217
2023-04-11,EU,B,6217,13049
2023-04-11,EU,C,381,14261
2023-04-11,APAC,A,8159,9470
2023-04-11,APAC,B,13909,12779
2023-04-11,APAC,C,9181,9731
2023-04-12,LATAM,A,11710,10556
2023-04-12,LATAM,B,6188,10728
2023-04-12,LATAM,C,14370,14264
2023-04-12,NA,A,8449,13407
2023-04-12,NA,B,1248,10356
2023-04-12,NA,C,8506,14170
2023-04-12,EU,A,854,13898
2023-04-12,EU,B,10623,11867
2023-04-12,EU,C,14103,13457
2023-04-12,APAC,A,8111,10687
2023-04-12,APAC,B,3005,10445
2023-04-12,APAC,C,284,11646
2023-04-13,LATAM,A,5877,11413
2023-04-13,LATAM,B,2558,13443
2023-04-13,LATAM,C,6614,10756
2023-04-13,NA,A,15518,13694
2023-04-13,NA,B,-372,13361
2023-04-13,NA,C,14906,14645
2023-04-13,EU,A,7786,13872
2023-04-13,EU,B,4143,10351
2023-04-13,EU,C,9592,8216
2023-04-13,APAC,A,8831,11225
2023-04-13,APAC,B,5898,8769
2023-04-13,APAC,C,7310,14915
2023-04-14,LATAM,A,10098,11432
2023-04-14,LATAM,B,3345,13961
2023-04-14,LATAM,C,5850,13388
2023-04-14,NA,A,11099,13508
2023-04-14,NA,B,1874,8305
2023-04-14,NA,C,323,8251
2023-04-14,EU,A,8600,14908
2023-04-14,EU,B,8289,11944
2023-04-14,EU,C,8624,10141
2023-04-14,APAC,A,717,11129
2023-04-14,APAC,B,7315,13929
2023-04-14,APAC,C,9474,9436
2023-04-15,LATAM,A,5173,12106
2023-04-15,LATAM,B,2122,12736
2023-04-15,LATAM,C,3860,12953
2023-04-15,NA,A,1200,8597
2023-04-15,NA,B,9360,8956
2023-04-15,NA,C,6414,14376
2023-04-15,EU,A,2581,9463
2023-04-15,EU,B,12654,11523
2023-04-15,EU,C,4409,11152
2023-04-15,APAC,A,1688,9109
2023-04-15,APAC,B,1016,8887
2023-04-15,APAC,C,1963,13236
2023-04-16,LATAM,A,6352,14609
2023-04-16,LATAM,B,340,13511
2023-04-16,LATAM,C,5915,13378
2023-04-16,NA,A,7596,9270
2023-04-16,NA,B,8934,10227
2023-04-16,NA,C,9024,13153
2023-04-16,EU,A,8294,11124
2023-04-16,EU,B,5061,14284
2023-04-16,EU,C,4644,8883
2023-04-16,APAC,A,8517,8483
2023-04-16,APAC,B,12310,10530
2023-04-16,APAC,C,6612,11913
2023-04-17,LATAM,A,4931,12446
2023-04-17,LATAM,B,12392,14963
2023-04-17,LATAM,C,12532,11623
2023-04-17,NA,A,14041,12692
2023-04-17,NA,B,9835,12524
2023-04-17,NA,C,7816,11052
2023-04-17,EU,A,5954,12029
2023-04-17,EU,B,1239,9321
2023-04-17,EU,C,660,8369
2023-04-17,APAC,A,15570,14928
2023-04-17,APAC,B,-8,11865
2023-04-17,APAC,C,7329,8342
2023-04-18,LATAM,A,11145,11714
2023-04-18,LATAM,B,3490,9317
2023-04-18,LATAM,C,1148,11586
2023-04-18,NA,A,1453,10132
2023-04-18,NA,B,16946,14979
2023-04-18,NA,C,9498,8791
2023-04-18,EU,A,2093,13502
2023-04-18,EU,B,6889,8176
2023-04-18,EU,C,10245,13711
2023-04-18,APAC,A,2562,12186
2023-04-18,APAC,B,183,10100
2023-04-18,APAC,C,1457,14240
2023-04-19,LATAM,A,10441,9446
2023-04-19,LATAM,B,8981,13831
2023-04-19,LATAM,C,6444,8734
2023-04-19,NA,A,10096,10418
2023-04-19,NA,B,5658,11941
2023-04-19,NA,C,5356,11109
2023-04-19,EU,A,15674,14551
2023-04-19,EU,B,9864,10611
2023-04-19,EU,C,963,11583
2023-04-19,APAC,A,6397,12333
2023-04-19,APAC,B,6662,8854
2023-04-19,APAC,C,4102,14923
2023-04-20,LATAM,A,6937,9262
2023-04-20,LATAM,B,16154,14415
2023-04-20,LATAM,C,12930,11633
2023-04-20,NA,A,3412,10262
2023-04-20,NA,B,1396,11083
2023-04-20,NA,C,8045,8555
2023-04-20,EU,A,45,10647
2023-04-20,EU,B,10578,10176
2023-04-20,EU,C,14268,14400
2023-04-20,APAC,A,7955,10555
2023-04-20,APAC,B,3721,9080
2023-04-20,APAC,C,98,9961
2023-04-21,LATAM,A,4552,13238
2023-04-21,LATAM,B,6434,10715
2023-04-21,LATAM,C,97,10174
2023-04-21,NA,A,13863,12310
2023-04-21,NA,B,11099,11305
2023-04-21,NA,C,9190,14835
2023-04-21,EU,A,3686,10197
2023-04-21,EU,B,1163,12003
2023-04-21,EU,C,419,10385
2023-04-21,APAC,A,3005,8552
2023-04-21,APAC,B,13866,13952
2023-04-21,APAC,C,1186,8106
2023-04-22,LATAM,A,706,8494
2023-04-22,LATAM,B,3384,8278
2023-04-22,LATAM,C,5161,9097
2023-04-22,NA,A,2181,9628
2023-04-22,NA,B,3308,14571
2023-04-22,NA,C,7784,14092
2023-04-22,EU,A,7301,11448
2023-04-22,EU,B,-87,9517
2023-04-22,EU,C,2740,8512
2023-04-22,APAC,A,16000,14767
2023-04-22,APAC,B,9280,11649
2023-04-22,APAC,C,5086,8021
2023-04-23,LATAM,A,8492,12788
2023-04-23,LATAM,B,5795,14001
2023-04-23,LATAM,C,6055,8372
2023-04-23,NA,A,7496,9228
2023-04-23,NA,B,10520,12979
2023-04-23,NA,C,12934,13281
2023-04-23,EU,A,9482,12799
2023-04-23,EU,B,3129,9920
2023-04-23,EU,C,8517,8855
2023-04-23,APAC,A,1411,14576
2023-04-23,APAC,B,15392,13723
2023-04-23,APAC,C,4205,11539
2023-04-24,LATAM,A,5313,11092
2023-04-24,LATAM,B,7553,8839
2023-04-24,LATAM,C,3131,12532
2023-04-24,NA,A,4650,8018
2023-04-24,NA,B,4907,10849
2023-04-24,NA,C,6614,10624
2023-04-24,EU,A,7103,10678
2023-04-24,EU,B,7495,10658
2023-04-24,EU,C,4122,10256
2023-04-24,APAC,A,6612,14514
2023-04-24,APAC,B,7170,12858
2023-04-24,APAC,C,8951,10634
2023-04-25,LATAM,A,15262,14139
2023-04-25,LATAM,B,3627,9221
2023-04-25,LATAM,C,8693,14460
2023-04-25,NA,A,11083,14591
2023-04-25,NA,B,5404,10869
2023-04-25,NA,C,11557,14179
2023-04-25,EU,A,2413,12718
2023-04-25,EU,B,1609,14168
2023-04-25,EU,C,9742,13780
2023-04-25,APAC,A,10876,12495
2023-04-25,APAC,B,3301,10490
2023-04-25,APAC,C,3272,11131
2023-04-26,LATAM,A,13554,14754
2023-04-26,LATAM,B,5040,14821
2023-04-26,LATAM,C,11988,12839
2023-04-26,NA,A,2187,9294
2023-04-26,NA,B,6087,9817
2023-04-26,NA,C,6192,12546
2023-04-26,EU,A,6915,12083
2023-04-26,EU,B,7017,14891
2023-04-26,EU,C,5000,14518
2023-04-26,APAC,A,12078,10971
2023-04-26,APAC,B,7806,9663
2023-04-26,APAC,C,1520,13758
2023-04-27,LATAM,A,15101,13753
2023-04-27,LATAM,B,6549,13196
2023-04-27,LATAM,C,13544,14461
2023-04-27,NA,A,3075,9662
2023-04-27,NA,B,11517,10137
2023-04-27,NA,C,8177,10271
2023-04-27,EU,A,6838,14974
2023-04-27,EU,B,10932,11490
2023-04-27,EU,C,4311,10534
2023-04-27,APAC,A,9447,11772
2023-04-27,APAC,B,8784,14530
2023-04-27,APAC,C,4248,10311
2023-04-28,LATAM,A,7528,9811
2023-04-28,LATAM,B,7882,12016
2023-04-28,LATAM,C,8157,12965
2023-04-28,NA,A,-348,9287
2023-04-28,NA,B,4577,9642
2023-04-28,NA,C,8705,9958
2023-04-28,EU,A,-397,13364
2023-04-28,EU,B,942,9372
2023-04-28,EU,C,12394,11688
2023-04-28,APAC,A,5068,12349
2023-04-28,APAC,B,6837,11156
2023-04-28,APAC,C,8161,12450
2023-04-29,LATAM,A,972,13839
2023-04-29,LATAM,B,-478,10296
2023-04-29,LATAM,C,3644,12396
2023-04-29,NA,A,8961,9628
2023-04-29,NA,B,8572,8071
2023-04-29,NA,C,6628,11115
2023-04-29,EU,A,10671,10900
2023-04-29,EU,B,6371,8168
2023-04-29,EU,C,16418,14518
2023-04-29,APAC,A,10565,10453
2023-04-29,APAC,B,7686,13816
2023-04-29,APAC,C,2481,12192
2023-04-30,LATAM,A,29,13354
2023-04-30,LATAM,B,8494,8543
2023-04-30,LATAM,C,7432,10479
2023-04-30,NA,A,289,9445
2023-04-30,NA,B,12949,13190
2023-04-30,NA,C,-452,14178
2023-04-30,EU,A,8598,11081
2023-04-30,EU,B,1750,8051
2023-04-30,EU,C,4787,10575
2023-04-30,APAC,A,4376,13947
2023-04-30,APAC,B,10940,14813
2023-04-30,APAC,C,5277,10767
2023-05-01,LATAM,A,11238,13446
2023-05-01,LATAM,B,12835,13503
2023-05-01,LATAM,C,2205,8663
2023-05-01,NA,A,1967,8511
2023-05-01,NA,B,2676,11411
2023-05-01,NA,C,9032,13733
2023-05-01,EU,A,453,13608
2023-05-01,EU,B,9180,9094
2023-05-01,EU,C,11438,10279
2023-05-01,APAC,A,5523,14713
2023-05-01,APAC,B,15071,13916
2023-05-01,APAC,C,10695,11508
2023-05-02,LATAM,A,6891,8508
2023-05-02,LATAM,B,8526,14536
2023-05-02,LATAM,C,5757,14869
2023-05-02,NA,A,5383,10191
2023-05-02,NA,B,2035,10102
2023-05-02,NA,C,8851,10733
2023-05-02,EU,A,8061,10855
2023-05-02,EU,B,8819,12336
2023-05-02,EU,C,5794,12522
2023-05-02,APAC,A,6607,12477
2023-05-02,APAC,B,14692,13694
2023-05-02,APAC,C,4040,14148
2023-05-03,LATAM,A,9482,11212
2023-05-03,LATAM,B,907,11932
2023-05-03,LATAM,C,10211,13333
2023-05-03,NA,A,13402,11975
2023-05-03,NA,B,3907,12584
2023-05-03,NA,C,6744,12164
2023-05-03,EU,A,4884,12019
2023-05-03,EU,B,9414,8566
2023-05-03,EU,C,807,8565
2023-05-03,APAC,A,6571,8279
2023-05-03,APAC,B,12850,13598
2023-05-03,APAC,C,3695,13142
2023-05-04,LATAM,A,10557,14759
2023-05-04,LATAM,B,2051,13154
2023-05-04,LATAM,C,3439,12662
2023-05-04,NA,A,5613,14971
2023-05-04,NA,B,406,10812
2023-05-04,NA,C,1195,13438
2023-05-04,EU,A,12549,14666
2023-05-04,EU,B,1155,9404
2023-05-04,EU,C,6497,14173
2023-05-04,APAC,A,14000,13822
2023-05-04,APAC,B,-99,11753
2023-05-04,APAC,C,9785,14188
2023-05-05,LATAM,A,5084,8873
2023-05-05,LATAM,B,1846,14930
2023-05-05,LATAM,C,56,8859
2023-05-05,NA,A,8110,12689
2023-05-05,NA,B,8633,14476
2023-05-05,NA,C,9954,8717
2023-05-05,EU,A,7198,11052
